日期,品种,标的,多空,数量,可用数量,收盘价/结算价,市值/价值,盈亏/逐笔浮盈,开仓均价,持仓均价（期货）,保证金,当日盈亏,今手数,盈亏占比,仓位占比
2018-04-03,股票,阳普医疗(300030.XSHE),多,120700股,120700股,8.52,1028364,94146,7.74,-,0,9656,0股,10.08%,5309458.08,19.37%
2018-04-03,股票,辉煌科技(002296.XSHE),多,115500股,115500股,6.95,802725,91245,6.16,-,0,5775,0股,12.82%,5309458.08,15.12%
2018-04-03,股票,铜峰电子(600237.XSHG),多,258700股,258700股,4.61,1192607,-18109,4.68,-,0,-7761,0股,-1.5%,5309458.08,22.46%
2018-04-03,,Cash,,,,,-7815.92,,,,,,,,0
2018-04-04,股票,浩物股份(000757.XSHE),多,183600股,183600股,7.03,1290708,9180,6.98,-,0,0,0股,0.72%,5224960.08,24.7%
2018-04-04,股票,世名科技(300522.XSHE),多,49500股,49500股,19.8,980100,-98010,21.78,-,0,-22770,0股,-9.09%,5224960.08,18.76%
2018-04-04,股票,阳普医疗(300030.XSHE),多,120700股,120700股,8.35,1007845,73627,7.74,-,0,-20519,0股,7.88%,5224960.08,19.29%
2018-04-04,股票,辉煌科技(002296.XSHE),多,115500股,115500股,6.75,779625,68145,6.16,-,0,-23100,0股,9.58%,5224960.08,14.92%
2018-04-04,股票,铜峰电子(600237.XSHG),多,258700股,258700股,4.54,1174498,-36218,4.68,-,0,-18109,0股,-2.99%,5224960.08,22.48%
2018-04-04,,Cash,,,,,-7815.92,,,,,,,,0
2018-04-09,股票,浩物股份(000757.XSHE),多,183600股,183600股,7.03,1290708,9180,6.98,-,0,0,0股,0.72%,5237585.08,24.64%
2018-04-09,股票,世名科技(300522.XSHE),多,49500股,49500股,19.97,988515,-89595,21.78,-,0,8415,0股,-8.31%,5237585.08,18.87%
2018-04-09,股票,阳普医疗(300030.XSHE),多,120700股,120700股,8.44,1018708,84490,7.74,-,0,10863,0股,9.04%,5237585.08,19.45%
2018-04-09,股票,辉煌科技(002296.XSHE),多,115500股,115500股,6.67,770385,58905,6.16,-,0,-9240,0股,8.28%,5237585.08,14.71%
2018-04-09,股票,铜峰电子(600237.XSHG),多,258700股,258700股,4.55,1177085,-33631,4.68,-,0,2587,0股,-2.78%,5237585.08,22.47%
2018-04-09,,Cash,,,,,-7815.92,,,,,,,,0
2018-04-10,股票,浩物股份(000757.XSHE),多,183600股,183600股,7.03,1290708,9180,6.98,-,0,0,0股,0.72%,5267715.08,24.5%
2018-04-10,股票,世名科技(300522.XSHE),多,49500股,49500股,21.29,1053855,-24255,21.78,-,0,65340,0股,-2.25%,5267715.08,20.01%
2018-04-10,股票,阳普医疗(300030.XSHE),多,120700股,120700股,8.27,998189,63971,7.74,-,0,-20519,0股,6.85%,5267715.08,18.95%
2018-04-10,股票,辉煌科技(002296.XSHE),多,115500股,115500股,6.61,763455,51975,6.16,-,0,-6930,0股,7.31%,5267715.08,14.49%
2018-04-10,股票,铜峰电子(600237.XSHG),多,258700股,258700股,4.52,1169324,-41392,4.68,-,0,-7761,0股,-3.42%,5267715.08,22.2%
2018-04-10,,Cash,,,,,-7815.92,,,,,,,,0
2018-04-11,股票,浩物股份(000757.XSHE),多,183600股,183600股,7.03,1290708,9180,6.98,-,0,0,0股,0.72%,5281927.08,24.44%
2018-04-11,股票,世名科技(300522.XSHE),多,49500股,49500股,20.94,1036530,-41580,21.78,-,0,-17325,0股,-3.86%,5281927.08,19.62%
2018-04-11,股票,阳普医疗(300030.XSHE),多,120700股,120700股,8.4,1013880,79662,7.74,-,0,15691,0股,8.53%,5281927.08,19.2%
2018-04-11,股票,辉煌科技(002296.XSHE),多,115500股,115500股,6.68,771540,60060,6.16,-,0,8085,0股,8.44%,5281927.08,14.61%
2018-04-11,股票,铜峰电子(600237.XSHG),多,258700股,258700股,4.55,1177085,-33631,4.68,-,0,7761,0股,-2.78%,5281927.08,22.29%
2018-04-11,,Cash,,,,,-7815.92,,,,,,,,0
2018-04-12,股票,浩物股份(000757.XSHE),多,183600股,183600股,7.03,1290708,9180,6.98,-,0,0,0股,0.72%,5417228.08,23.83%
2018-04-12,股票,世名科技(300522.XSHE),多,49500股,49500股,22.48,1112760,34650,21.78,-,0,76230,0股,3.21%,5417228.08,20.54%
2018-04-12,股票,阳普医疗(300030.XSHE),多,120700股,120700股,9.24,1115268,181050,7.74,-,0,101388,0股,19.38%,5417228.08,20.59%
2018-04-12,股票,辉煌科技(002296.XSHE),多,115500股,115500股,6.56,757680,46200,6.16,-,0,-13860,0股,6.49%,5417228.08,13.99%
2018-04-12,股票,铜峰电子(600237.XSHG),多,258700股,258700股,4.44,1148628,-62088,4.68,-,0,-28457,0股,-5.13%,5417228.08,21.2%
2018-04-12,,Cash,,,,,-7815.92,,,,,,,,0
2018-04-13,股票,浩物股份(000757.XSHE),多,183600股,183600股,7.03,1290708,9180,6.98,-,0,0,0股,0.72%,5502253.08,23.46%
2018-04-13,股票,世名科技(300522.XSHE),多,49500股,49500股,23.46,1161270,83160,21.78,-,0,48510,0股,7.71%,5502253.08,21.11%
2018-04-13,股票,阳普医疗(300030.XSHE),多,120700股,120700股,9.27,1118889,184671,7.74,-,0,3621,0股,19.77%,5502253.08,20.34%
2018-04-13,股票,辉煌科技(002296.XSHE),多,115500股,115500股,6.8,785400,73920,6.16,-,0,27720,0股,10.39%,5502253.08,14.27%
2018-04-13,股票,铜峰电子(600237.XSHG),多,258700股,258700股,4.46,1153802,-56914,4.68,-,0,5174,0股,-4.7%,5502253.08,20.97%
2018-04-13,,Cash,,,,,-7815.92,,,,,,,,0
2018-04-16,股票,浩物股份(000757.XSHE),多,183600股,183600股,7.03,1290708,9180,6.98,-,0,0,0股,0.72%,5289261.88,24.4%
2018-04-16,股票,辉煌科技(002296.XSHE),多,115500股,115500股,6.76,780780,69300,6.16,-,0,-4620,0股,9.74%,5289261.88,14.76%
2018-04-16,股票,铜峰电子(600237.XSHG),多,258700股,258700股,4.43,1146041,-64675,4.68,-,0,-7761,0股,-5.34%,5289261.88,21.67%
2018-04-16,股票,长城电工(600192.XSHG),多,190800股,0股,5.43,1036044,-43884,5.66,-,0,-43884,190800股,-4.06%,5289261.88,19.59%
2018-04-16,股票,朗源股份(300175.XSHE),多,189300股,0股,5.49,1039257,-32181,5.66,-,0,-32181,189300股,-3%,5289261.88,19.65%
2018-04-16,,Cash,,,,,-3568.12,,,,,,,,0
2018-04-17,股票,浩物股份(000757.XSHE),多,183600股,183600股,7.03,1290708,9180,6.98,-,0,0,0股,0.72%,5191638.88,24.86%
2018-04-17,股票,辉煌科技(002296.XSHE),多,115500股,115500股,6.55,756525,45045,6.16,-,0,-24255,0股,6.33%,5191638.88,14.57%
2018-04-17,股票,铜峰电子(600237.XSHG),多,258700股,258700股,4.25,1099475,-111241,4.68,-,0,-46566,0股,-9.19%,5191638.88,21.18%
2018-04-17,股票,长城电工(600192.XSHG),多,190800股,190800股,5.23,997884,-82044,5.66,-,0,-38160,0股,-7.6%,5191638.88,19.22%
2018-04-17,股票,朗源股份(300175.XSHE),多,189300股,189300股,5.55,1050615,-20823,5.66,-,0,11358,0股,-1.94%,5191638.88,20.24%
2018-04-17,,Cash,,,,,-3568.12,,,,,,,,0
2018-04-18,股票,浩物股份(000757.XSHE),多,183600股,183600股,7.03,1290708,9180,6.98,-,0,0,0股,0.72%,5261370.88,24.53%
2018-04-18,股票,辉煌科技(002296.XSHE),多,115500股,115500股,6.6,762300,50820,6.16,-,0,5775,0股,7.14%,5261370.88,14.49%
2018-04-18,股票,铜峰电子(600237.XSHG),多,258700股,258700股,4.46,1153802,-56914,4.68,-,0,54327,0股,-4.7%,5261370.88,21.93%
2018-04-18,股票,长城电工(600192.XSHG),多,190800股,190800股,5.34,1018872,-61056,5.66,-,0,20988,0股,-5.65%,5261370.88,19.37%
2018-04-18,股票,朗源股份(300175.XSHE),多,189300股,189300股,5.49,1039257,-32181,5.66,-,0,-11358,0股,-3%,5261370.88,19.75%
2018-04-18,,Cash,,,,,-3568.12,,,,,,,,0
2018-04-19,股票,浩物股份(000757.XSHE),多,183600股,183600股,7.03,1290708,9180,6.98,-,0,0,0股,0.72%,5236119.88,24.65%
2018-04-19,股票,辉煌科技(002296.XSHE),多,115500股,115500股,6.53,754215,42735,6.16,-,0,-8085,0股,6.01%,5236119.88,14.4%
2018-04-19,股票,铜峰电子(600237.XSHG),多,258700股,258700股,4.43,1146041,-64675,4.68,-,0,-7761,0股,-5.34%,5236119.88,21.89%
2018-04-19,股票,长城电工(600192.XSHG),多,190800股,190800股,5.38,1026504,-53424,5.66,-,0,7632,0股,-4.95%,5236119.88,19.6%
2018-04-19,股票,朗源股份(300175.XSHE),多,189300股,189300股,5.4,1022220,-49218,5.66,-,0,-17037,0股,-4.59%,5236119.88,19.52%
2018-04-19,,Cash,,,,,-3568.12,,,,,,,,0
2018-04-20,股票,浩物股份(000757.XSHE),多,183600股,183600股,7.03,1290708,9180,6.98,-,0,0,0股,0.72%,5162046.88,25%
2018-04-20,股票,辉煌科技(002296.XSHE),多,115500股,115500股,6.33,731115,19635,6.16,-,0,-23100,0股,2.76%,5162046.88,14.16%
2018-04-20,股票,铜峰电子(600237.XSHG),多,258700股,258700股,4.49,1161563,-49153,4.68,-,0,15522,0股,-4.06%,5162046.88,22.5%
2018-04-20,股票,长城电工(600192.XSHG),多,190800股,190800股,5.22,995976,-83952,5.66,-,0,-30528,0股,-7.77%,5162046.88,19.29%
2018-04-20,股票,朗源股份(300175.XSHE),多,189300股,189300股,5.21,986253,-85185,5.66,-,0,-35967,0股,-7.95%,5162046.88,19.11%
2018-04-20,,Cash,,,,,-3568.12,,,,,,,,0
2018-04-23,股票,浩物股份(000757.XSHE),多,183600股,183600股,7.03,1290708,9180,6.98,-,0,0,0股,0.72%,5099848.74,25.31%
2018-04-23,股票,辉煌科技(002296.XSHE),多,115500股,115500股,6.24,720720,9240,6.16,-,0,-10395,0股,1.3%,5099848.74,14.13%
2018-04-23,股票,长城电工(600192.XSHG),多,190800股,190800股,5.19,990252,-89676,5.66,-,0,-5724,0股,-8.3%,5099848.74,19.42%
2018-04-23,股票,鞍重股份(002667.XSHE),多,78600股,0股,13.19,1036734,-19650,13.44,-,0,-19650,78600股,-1.86%,5099848.74,20.33%
2018-04-23,股票,阳普医疗(300030.XSHE),多,138600股,0股,7.68,1064448,8316,7.62,-,0,8316,138600股,0.79%,5099848.74,20.87%
2018-04-23,,Cash,,,,,-3013.26,,,,,,,,0
2018-04-24,股票,浩物股份(000757.XSHE),多,183600股,183600股,7.03,1290708,9180,6.98,-,0,0,0股,0.72%,5215066.74,24.75%
2018-04-24,股票,辉煌科技(002296.XSHE),多,115500股,115500股,6.44,743820,32340,6.16,-,0,23100,0股,4.55%,5215066.74,14.26%
2018-04-24,股票,长城电工(600192.XSHG),多,190800股,190800股,5.33,1016964,-62964,5.66,-,0,26712,0股,-5.83%,5215066.74,19.5%
2018-04-24,股票,鞍重股份(002667.XSHE),多,78600股,78600股,13.74,1079964,23580,13.44,-,0,43230,0股,2.23%,5215066.74,20.71%
2018-04-24,股票,阳普医疗(300030.XSHE),多,138600股,138600股,7.84,1086624,30492,7.62,-,0,22176,0股,2.89%,5215066.74,20.84%
2018-04-24,,Cash,,,,,-3013.26,,,,,,,,0
2018-04-25,股票,浩物股份(000757.XSHE),多,183600股,183600股,7.03,1290708,9180,6.98,-,0,0,0股,0.72%,5293816.74,24.38%
2018-04-25,股票,辉煌科技(002296.XSHE),多,115500股,115500股,6.68,771540,60060,6.16,-,0,27720,0股,8.44%,5293816.74,14.57%
2018-04-25,股票,长城电工(600192.XSHG),多,190800股,190800股,5.37,1024596,-55332,5.66,-,0,7632,0股,-5.12%,5293816.74,19.35%
2018-04-25,股票,鞍重股份(002667.XSHE),多,78600股,78600股,14.01,1101186,44802,13.44,-,0,21222,0股,4.24%,5293816.74,20.8%
2018-04-25,股票,阳普医疗(300030.XSHE),多,138600股,138600股,8,1108800,52668,7.62,-,0,22176,0股,4.99%,5293816.74,20.95%
2018-04-25,,Cash,,,,,-3013.26,,,,,,,,0
